O*NET-SOC Code	Task ID	Task	Task Type	Incumbents Responding	Date	Domain Source
29-1011.00	6914	Evaluate the functioning of the neuromuscularskeletal system and the spine using systems of chiropractic diagnosis.	Core	61.0	07/2013	Incumbent
29-1011.00	6915	Diagnose health problems by reviewing patients' health and medical histories, questioning, observing, and examining patients and interpreting x-rays.	Core	60.0	07/2013	Incumbent
29-1011.00	6913	Perform a series of manual adjustments to the spine or other articulations of the body to correct the musculoskeletal system.	Core	61.0	07/2013	Incumbent
29-1011.00	6918	Obtain and record patients' medical histories.	Core	61.0	07/2013	Incumbent
29-1011.00	6916	Maintain accurate case histories of patients.	Core	61.0	07/2013	Incumbent
29-1011.00	6917	Advise patients about recommended courses of treatment.	Core	61.0	07/2013	Incumbent
29-1011.00	6919	Analyze x-rays to locate the sources of patients' difficulties and to rule out fractures or diseases as sources of problems.	Core	61.0	07/2013	Incumbent
29-1011.00	6920	Counsel patients about nutrition, exercise, sleeping habits, stress management, or other matters.	Core	61.0	07/2013	Incumbent
29-1011.00	6922	Consult with or refer patients to appropriate health practitioners when necessary.	Core	61.0	07/2013	Incumbent
29-1011.00	20403	Recommend and arrange for diagnostic procedures, such as blood chemistry tests, saliva tests, x-rays, or other imaging procedures.	Core	61.0	07/2013	Incumbent
29-1021.00	20562	Use masks, gloves, and safety glasses to protect patients and self from infectious diseases.	Core	72.0	07/2014	Incumbent
29-1021.00	6926	Examine teeth, gums, and related tissues, using dental instruments, x-rays, or other diagnostic equipment, to evaluate dental health, diagnose diseases or abnormalities, and plan appropriate treatments.	Core	73.0	07/2014	Incumbent
29-1021.00	6925	Administer anesthetics to limit the amount of pain experienced by patients during procedures.	Core	73.0	07/2014	Incumbent
29-1021.00	20563	Use dental air turbines, hand instruments, dental appliances, or surgical implements.	Core	72.0	07/2014	Incumbent
29-1021.00	6927	Formulate plan of treatment for patient's teeth and mouth tissue.	Core	73.0	07/2014	Incumbent
29-1021.00	6931	Diagnose and treat diseases, injuries, or malformations of teeth, gums, or related oral structures and provide preventive or corrective services.	Core	72.0	07/2014	Incumbent
29-1021.00	6933	Write prescriptions for antibiotics or other medications.	Core	73.0	07/2014	Incumbent
29-1021.00	6929	Advise or instruct patients regarding preventive dental care, the causes and treatment of dental problems, or oral health care services.	Core	72.0	07/2014	Incumbent
29-1021.00	6930	Design, make, or fit prosthodontic appliances, such as space maintainers, bridges, or dentures, or write fabrication instructions or prescriptions for denturists or dental technicians.	Core	73.0	07/2014	Incumbent
29-1021.00	6935	Treat exposure of pulp by pulp capping, removal of pulp from pulp chamber, or root canal, using dental instruments.	Core	73.0	07/2014	Incumbent
29-1022.00	9370	Administer general and local anesthetics.	Core	59.0	07/2012	Incumbent
29-1022.00	9373	Collaborate with other professionals, such as restorative dentists and orthodontists, to plan treatment.	Core	59.0	07/2012	Incumbent
29-1022.00	9372	Evaluate the position of the wisdom teeth to determine whether problems exist currently or might occur in the future.	Core	60.0	07/2012	Incumbent
29-1022.00	9374	Perform surgery to prepare the mouth for dental implants and to aid in the regeneration of deficient bone and gum tissues.	Core	59.0	07/2012	Incumbent
29-1022.00	9371	Remove impacted, damaged, and non-restorable teeth.	Core	60.0	07/2012	Incumbent
29-1022.00	9376	Treat infections of the oral cavity, salivary glands, jaws, and neck.	Core	60.0	07/2012	Incumbent
29-1022.00	9375	Remove tumors and other abnormal growths of the oral and facial regions, using surgical instruments.	Core	59.0	07/2012	Incumbent
29-1022.00	9378	Provide emergency treatment of facial injuries including facial lacerations, intra-oral lacerations, and fractured facial bones.	Core	60.0	07/2012	Incumbent
29-1022.00	9377	Treat problems affecting the oral mucosa, such as mouth ulcers and infections.	Core	59.0	07/2012	Incumbent
29-1022.00	9379	Perform surgery on the mouth and jaws to treat conditions such as cleft lip, cleft palate, and jaw growth problems.	Core	59.0	07/2012	Incumbent
29-1023.00	7734	Diagnose teeth and jaw or other dental-facial abnormalities.	Core	63.0	08/2023	Incumbent
29-1023.00	7735	Examine patients to assess abnormalities of jaw development, tooth position, and other dental-facial structures.	Core	63.0	08/2023	Incumbent
29-1023.00	7733	Study diagnostic records, such as medical or dental histories, plaster models of the teeth, photos of a patient's face and teeth, and X-rays, to develop patient treatment plans.	Core	63.0	08/2023	Incumbent
29-1023.00	7732	Fit dental appliances in patients' mouths to alter the position and relationship of teeth and jaws or to realign teeth.	Core	64.0	08/2023	Incumbent
29-1023.00	7737	Adjust dental appliances to produce and maintain normal function.	Core	64.0	08/2023	Incumbent
29-1023.00	7738	Provide patients with proposed treatment plans and cost estimates.	Core	64.0	08/2023	Incumbent
29-1023.00	23973	Advise patients to comply with treatment plans.	Core	64.0	08/2023	Incumbent
29-1023.00	7736	Prepare diagnostic and treatment records.	Core	64.0	08/2023	Incumbent
29-1023.00	7739	Instruct dental officers and technical assistants in orthodontic procedures and techniques.	Core	63.0	08/2023	Incumbent
29-1023.00	7740	Coordinate orthodontic services with other dental and medical services.	Core	63.0	08/2023	Incumbent
29-1024.00	23996	Examine patients to diagnose oral health conditions and diseases.	Core	47.0	08/2024	Incumbent
29-1024.00	7743	Fit prostheses to patients, making any necessary adjustments and modifications.	Core	47.0	08/2024	Incumbent
29-1024.00	20246	Replace missing teeth and associated oral structures with permanent fixtures, such as implant-supported prostheses, crowns and bridges, or removable fixtures, such as dentures.	Core	47.0	08/2024	Incumbent
29-1024.00	7745	Measure and take impressions of patients' jaws and teeth to determine the shape and size of dental prostheses, using face bows, dental articulators, recording devices, and other materials.	Core	47.0	08/2024	Incumbent
29-1024.00	7746	Collaborate with general dentists, specialists, and other health professionals to develop solutions to dental and oral health concerns.	Core	47.0	08/2024	Incumbent
29-1024.00	7744	Design and fabricate dental prostheses, or supervise dental technicians and laboratory bench workers who construct the devices.	Core	47.0	08/2024	Incumbent
29-1024.00	7748	Restore function and aesthetics to traumatic injury survivors, or to individuals with diseases or congenital disabilities.	Core	46.0	08/2024	Incumbent
29-1024.00	7747	Repair, reline, or rebase dentures.	Core	47.0	08/2024	Incumbent
29-1024.00	7749	Use bonding technology on the surface of the teeth to change tooth shape or to close gaps.	Core	46.0	08/2024	Incumbent
29-1024.00	7750	Treat facial pain and jaw joint problems.	Core	46.0	08/2024	Incumbent
29-1051.00	1808	Review prescriptions to assure accuracy, to ascertain the needed ingredients, and to evaluate their suitability.	Core	62.0	08/2022	Incumbent
29-1051.00	1824	Assess the identity, strength, or purity of medications.	Core	63.0	08/2022	Incumbent
29-1051.00	1809	Provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage.	Core	62.0	08/2022	Incumbent
29-1051.00	1810	Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.	Core	63.0	08/2022	Incumbent
29-1051.00	1812	Maintain records, such as pharmacy files, patient profiles, charge system files, inventories, control records for radioactive nuclei, or registries of poisons, narcotics, or controlled drugs.	Core	63.0	08/2022	Incumbent
29-1051.00	1815	Collaborate with other health care professionals to plan, monitor, review, or evaluate the quality or effectiveness of drugs or drug regimens, providing advice on drug applications or characteristics.	Core	63.0	08/2022	Incumbent
29-1051.00	1820	Plan, implement, or maintain procedures for mixing, packaging, or labeling pharmaceuticals, according to policy and legal requirements, to ensure quality, security, and proper disposal.	Core	62.0	08/2022	Incumbent
29-1051.00	1811	Order and purchase pharmaceutical supplies, medical supplies, or drugs, maintaining stock and storing and handling it properly.	Core	63.0	08/2022	Incumbent
29-1051.00	1816	Compound and dispense medications as prescribed by doctors and dentists, by calculating, weighing, measuring, and mixing ingredients, or oversee these activities.	Core	62.0	08/2022	Incumbent
29-1051.00	20405	Contact insurance companies to resolve billing issues.	Core	63.0	08/2022	Incumbent
29-1071.01	17301	Provide airway management interventions including tracheal intubation, fiber optics, or ventilary support.	Core	60.0	07/2012	Incumbent
29-1071.01	17302	Respond to emergency situations by providing cardiopulmonary resuscitation (CPR), basic cardiac life support (BLS), advanced cardiac life support (ACLS), or pediatric advanced life support (PALS).	Core	60.0	07/2012	Incumbent
29-1071.01	17296	Verify availability of operating room supplies, medications, and gases.	Core	61.0	07/2012	Incumbent
29-1071.01	17304	Pretest and calibrate anesthesia delivery systems and monitors.	Core	61.0	07/2012	Incumbent
29-1071.01	17299	Participate in seminars, workshops, or other professional activities to keep abreast of developments in anesthesiology.	Core	61.0	07/2012	Incumbent
29-1081.00	20122	Treat bone, muscle, and joint disorders affecting the feet and ankles.	Core	72.0	08/2022	Incumbent
29-1081.00	7849	Diagnose diseases and deformities of the foot using medical histories, physical examinations, x-rays, and laboratory test results.	Core	72.0	08/2022	Incumbent
